SalesID,DeliveryID,DateKey,ProductType,Region,UnitsSold,SalesAmount
300978,100216,2024-12-11 04:08:33,Small Package,MW,2,280.44
300979,101232,2025-10-21 21:04:40,Large Package,SW,4,288.65
300980,100345,2024-07-27 16:24:46,Medium Package,SE,1,421.88
300981,101428,2023-09-12 08:44:22,Medium Package,NE,1,205.4
300982,102655,2024-01-21 11:36:38,Freight,SW,2,189.36
300983,102072,2024-11-24 23:08:03,Freight,MW,3,346.02
300984,103573,2023-05-10 03:23:08,Medium Package,MW,4,198.45
300985,100338,2023-01-30 06:57:07,Medium Package,MW,4,265.3
300986,100321,2024-10-06 18:45:38,Large Package,NW,2,103.11
300987,104258,2025-05-17 19:03:37,Medium Package,NW,2,156.25
300988,100335,2024-03-06 01:26:59,Large Package,NW,1,116.57
300989,102025,2025-08-15 00:48:21,Medium Package,SE,1,423.52
300990,100406,2023-08-04 12:35:11,Small Package,SE,2,403.04
300991,102384,2024-09-07 20:24:58,Medium Package,SW,1,208.22
300992,100096,2025-11-06 11:11:30,Large Package,NW,3,231.34
300993,102852,2023-03-04 08:22:17,Large Package,NW,1,217.1
300994,102403,2025-09-25 11:32:55,Small Package,SE,3,112.54
300995,103134,2023-07-24 10:34:56,Large Package,MW,2,396.0
300996,103831,2024-04-11 04:38:29,Freight,MW,1,417.89
300997,102487,2025-09-04 05:12:15,Small Package,NE,4,312.75
300998,100916,2025-12-12 23:42:24,Medium Package,SW,1,376.23
300999,103687,2024-02-09 21:05:47,Medium Package,SW,3,333.28
301000,102130,2023-05-06 23:07:07,Medium Package,NW,3,69.24
301001,102152,2024-07-03 16:52:12,Large Package,SE,2,284.51
301002,100178,2024-02-20 19:42:29,Medium Package,SW,4,186.54
301003,104301,2025-06-05 12:18:40,Medium Package,MW,2,125.69
301004,104836,2025-09-23 17:41:22,Medium Package,SE,2,339.13
301005,104955,2023-06-02 00:32:12,Freight,NW,2,446.63
301006,100633,2025-02-18 01:41:48,Freight,NW,4,499.93
301007,104448,2025-02-07 09:16:53,Freight,SW,4,297.1
301008,104742,2023-11-12 22:46:23,Medium Package,SW,3,342.75
301009,101723,2025-06-06 22:59:01,Medium Package,NE,1,332.69
301010,101668,2024-05-03 07:44:38,Large Package,SW,1,353.62
301011,102650,2023-03-07 03:57:30,Large Package,SW,2,138.19
301012,103975,2024-11-26 06:20:38,Large Package,MW,4,96.52
301013,101125,2025-05-19 13:24:43,Large Package,MW,1,215.57
301014,104256,2024-09-19 20:14:49,Medium Package,SE,2,243.63
301015,104024,2024-06-08 06:17:59,Large Package,SW,4,386.39
301016,100142,2025-11-27 23:27:38,Small Package,SW,1,318.91
301017,103856,2023-10-24 19:09:37,Medium Package,NW,1,285.09
301018,103049,2024-12-30 03:36:57,Medium Package,MW,1,259.27
301019,101436,2025-04-11 16:45:13,Small Package,NW,1,127.07
301020,101282,2024-02-08 07:44:30,L.,S.,4,198.94
301021,104042,2025-05-07 08:50:04,Small Package,MW,4,72.5
301022,102713,2023-09-24 06:53:10,Large Package,SW,3,51.6
301023,101639,2025-10-31 17:59:07,Small Package,NE,1,26.34
301024,103192,2024-02-06 15:17:20,Medium Package,NW,3,62.07
301025,104908,2023-11-10 17:52:16,Large Package,MW,4,305.56
301026,102693,2024-01-05 20:57:17,Large Package,MW,4,486.33
301027,100098,2023-07-05 12:49:47,Large Package,SW,4,33.77
301028,100215,2024-09-24 08:48:27,Medium Package,SW,3,395.94
301029,101778,2024-02-21 01:08:16,Large Package,SE,3,339.35
301030,103814,2025-03-24 03:02:10,Small Package,SE,1,432.2
301031,102519,2025-05-31 15:00:51,Large Package,NW,2,473.77
301032,102450,2024-06-06 07:59:00,Large Package,MW,2,410.23
301033,102060,2025-04-04 09:21:03,M.,SW,3,402.93
301034,104330,2023-04-18 07:35:29,Small Package,NW,4,61.4
301035,104338,2024-10-11 02:00:42,Small Package,MW,3,192.29
301036,101759,2024-05-08 01:20:34,Small Package,SW,4,315.94
301037,101247,2025-11-06 07:23:11,Large Package,SE,1,28.19
301038,104781,2023-04-04 03:48:17,Freight,MW,4,247.81
301039,101120,2025-10-24 13:04:35,Freight,SW,2,23.99
301040,100320,2023-04-24 19:11:34,Large Package,NW,4,375.97
301041,101840,2025-05-09 20:18:32,Medium Package,NW,3,147.53
301042,104222,2023-05-24 01:00:02,Medium Package,N.,2,382.38
301043,104995,2025-02-02 03:01:06,Large Package,MW,4,250.43
301044,102262,2024-05-03 08:12:23,Small Package,NW,2,71.84
301045,102587,2023-09-19 05:07:15,Small Package,MW,4,461.26
301046,103562,2023-09-02 20:44:29,Large Package,NW,1,355.02
301047,101073,2023-02-07 08:13:20,Small Package,MW,3,367.71
301048,104178,2024-08-08 16:20:58,Small Package,MW,1,130.81
301049,100224,2023-01-22 20:10:05,Freight,MW,4,80.28
301050,103601,2023-07-18 06:10:54,Freight,N.,4,478.15
301051,103037,2023-01-20 06:25:17,Large Package,SE,2,186.22
301052,104485,2024-03-29 05:13:48,Freight,MW,2,132.53
301053,102635,2025-05-03 10:07:02,Freight,SE,4,441.64
301054,104118,2025-10-13 20:00:17,Medium Package,SE,4,242.4
301055,100155,2024-07-25 07:45:55,Large Package,SE,3,333.99
301056,103274,2024-05-28 18:39:34,Medium Package,NW,4,147.81
301057,100097,2023-02-04 18:09:12,F.,SW,3,485.18
301058,104399,2025-07-09 10:03:10,Freight,SE,1,247.53
301059,104699,2023-07-19 03:38:15,S.,MW,1,223.69
301060,101465,2025-03-03 21:48:21,Medium Package,SW,4,51.02
301061,104769,2024-03-10 04:16:40,Medium Package,NW,4,359.85
301062,102792,2023-09-26 23:05:35,Large Package,NE,1,279.69
301063,104636,2023-09-07 02:02:31,Small Package,SE,3,483.79
301064,101543,2025-02-06 20:38:46,Small Package,SE,3,81.26
301065,103983,2025-10-11 19:29:52,Small Package,NW,4,207.7
301066,100669,2023-03-03 04:45:19,Freight,MW,4,141.94
301067,100342,2025-03-18 05:09:08,F.,MW,3,340.46
301068,100083,2023-10-25 14:01:10,Freight,SW,2,54.41
301069,104944,2024-05-06 15:52:47,Medium Package,SW,1,496.45
301070,102457,2023-09-01 14:07:50,Medium Package,MW,4,362.87
301071,104078,2025-09-04 02:43:25,Large Package,NE,1,203.01
301072,104092,2025-11-17 01:13:35,Small Package,MW,3,196.8
301073,102080,2024-01-05 05:30:42,Freight,N.,3,250.64
301074,103870,2024-10-19 05:00:36,Freight,NW,1,354.98
301075,101743,2023-08-04 10:40:07,Small Package,NE,4,303.91
301076,104884,2024-02-14 20:34:22,Freight,NW,4,252.33
301077,103249,2023-10-09 03:39:41,Freight,SE,2,113.8
301078,104479,2024-04-29 21:16:56,Medium Package,MW,1,103.42
301079,100214,2025-04-29 06:51:59,Medium Package,SW,4,459.57
301080,104953,2025-05-20 21:28:57,Freight,SE,3,284.79
301081,102444,2023-01-03 05:19:48,Freight,SW,1,298.35
301082,100683,2025-07-27 15:54:07,Medium Package,NE,4,227.75
301083,101311,2023-01-26 17:28:49,Small Package,MW,1,359.9
301084,100570,2023-05-17 22:59:50,S.,MW,1,404.76
301085,103307,2024-05-01 16:42:27,Freight,MW,2,217.4
301086,102476,2025-07-24 05:02:44,Large Package,SE,4,45.26
301087,100551,2023-08-29 03:08:43,Large Package,NW,3,141.16
301088,104177,2023-10-17 09:41:29,Freight,NE,1,414.38
301089,100112,2024-12-20 08:51:23,Small Package,SE,2,288.9
301090,104696,2024-04-03 01:15:38,Large Package,S.,1,443.02
301091,101547,2023-05-04 15:00:49,Medium Package,NW,2,203.24
301092,103564,2024-08-02 08:47:39,Large Package,SW,3,171.18
301093,102045,2024-10-05 18:52:14,Medium Package,SW,3,20.68
301094,103946,2024-03-18 02:57:41,Large Package,MW,2,106.5
301095,103336,2023-03-24 06:56:24,Small Package,SE,2,180.88
301096,103815,2023-02-05 11:15:08,Freight,NW,1,58.14
301097,100215,2025-09-18 22:36:56,Freight,NW,4,310.21
301098,100269,2024-08-11 21:00:03,Freight,SW,2,495.06
301099,102948,2024-08-03 17:43:11,Medium Package,NW,3,47.94
301100,102863,2025-05-01 17:22:24,Freight,SW,3,208.1
301101,100824,2025-07-17 11:08:53,Large Package,SW,3,212.04
301102,104667,2023-09-07 17:06:43,Small Package,SE,3,53.52
301103,100298,2024-03-01 23:11:02,Freight,NE,3,109.02
301104,101237,2023-04-11 20:28:13,Medium Package,MW,3,237.37
301105,102641,2023-02-05 05:25:41,Medium Package,NE,3,478.67
301106,100769,2023-05-24 23:48:44,Small Package,NW,1,293.69
301107,101512,2023-12-15 21:42:45,S.,NE,4,67.92
301108,100327,2025-12-27 03:30:31,Medium Package,NE,4,376.24
301109,101409,2024-04-29 16:56:34,S.,SW,3,431.5
301110,103386,2024-04-07 11:51:13,Large Package,SE,2,407.93
301111,104709,2025-06-10 03:59:36,Large Package,NW,2,412.8
301112,100417,2024-07-07 13:18:15,Freight,MW,4,409.64
301113,101483,2023-09-12 12:51:37,Freight,SW,1,126.95
301114,100369,2023-10-25 01:56:20,Medium Package,MW,3,305.2
301115,102052,2024-09-01 10:08:12,Medium Package,SE,3,98.06
301116,100108,2024-04-18 06:06:45,Large Package,NE,3,177.61
301117,101915,2024-12-14 17:13:57,Small Package,NE,3,220.29
301118,100182,2024-12-17 23:21:10,Freight,SE,4,227.32
301119,103363,2025-05-23 12:18:10,Small Package,NW,3,230.18
301120,102887,2025-12-10 13:02:23,Freight,SW,3,396.09
301121,103721,2023-09-05 19:04:40,Freight,NE,4,317.69
301122,101108,2025-09-11 12:47:17,M.,SE,1,328.05
301123,101197,2025-05-05 02:55:19,Small Package,SW,1,388.96
301124,100563,2023-10-16 04:58:13,Medium Package,SW,4,119.32
301125,103809,2024-11-20 06:22:26,Small Package,SE,4,242.92
301126,100643,2025-04-23 01:36:19,S.,NE,2,430.49
301127,104279,2025-11-08 13:10:07,Freight,NW,2,358.74
301128,101290,2025-01-09 03:48:58,S.,NE,2,442.45
301129,102517,2023-09-16 18:17:39,Freight,NE,4,237.55
301130,103176,2025-12-01 14:27:53,Freight,N.,3,387.62
301131,101686,2025-10-31 08:40:16,Freight,NE,4,147.67
301132,103184,2024-12-27 12:17:11,Large Package,MW,4,436.54
301133,104065,2023-08-26 17:06:06,Freight,SE,4,162.41
301134,100285,2025-04-11 19:55:50,Medium Package,NW,4,183.49
301135,100122,2024-09-01 21:25:10,Small Package,NW,1,364.48
301136,100087,2024-09-25 13:02:09,Small Package,MW,4,378.92
301137,104632,2024-02-26 22:15:53,L.,NW,1,45.25
301138,100541,2025-03-11 14:15:58,Large Package,MW,4,92.08
301139,104774,2023-03-07 19:34:15,Large Package,MW,3,139.86
301140,104047,2023-07-23 07:31:03,Medium Package,NW,3,499.94
301141,103657,2023-05-17 09:32:36,Freight,NW,1,414.77
301142,104062,2023-08-11 07:22:47,Large Package,NE,2,363.22
301143,100891,2023-12-01 21:48:44,Large Package,MW,2,482.45
301144,101608,2025-04-20 09:32:17,Small Package,SW,2,349.85
301145,104515,2024-04-01 03:25:33,Small Package,SE,2,351.99
301146,103695,2025-09-08 03:21:51,Large Package,NE,2,451.13
301147,100691,2025-04-09 10:05:07,Small Package,MW,2,164.94
301148,104612,2025-03-16 23:01:29,Small Package,NE,4,20.84
301149,103915,2023-12-17 14:51:27,Freight,NE,1,363.17
301150,100713,2023-11-12 16:36:26,Large Package,SE,4,94.93
301151,101279,2023-12-02 17:08:02,Large Package,NW,3,157.88
301152,104749,2025-09-22 15:36:05,Freight,NW,1,414.8
301153,100915,2023-08-31 07:48:54,Large Package,SE,1,393.4
301154,103603,2023-08-23 05:29:57,Large Package,N.,3,247.89
301155,101963,2023-08-27 20:46:53,Freight,MW,2,70.08
301156,104195,2025-05-26 13:53:43,Freight,NW,2,163.19
301157,101304,2023-12-24 21:59:16,Large Package,S.,3,248.25
301158,103454,2024-11-12 13:16:57,Small Package,MW,4,388.73
301159,104420,2023-05-14 17:36:40,Freight,NE,4,492.66
301160,101256,2023-07-05 01:40:14,Freight,SW,1,320.28
301161,102817,2024-07-25 19:58:36,Medium Package,MW,4,45.61
301162,100907,2025-08-23 17:10:31,Small Package,SE,4,126.14
301163,100027,2024-05-13 21:56:46,Large Package,SW,4,144.58
301164,102700,2024-12-05 23:33:04,Medium Package,NE,3,324.53
301165,104906,2023-01-10 16:09:28,Medium Package,SW,1,28.84
301166,103975,2024-07-20 20:36:04,Medium Package,S.,3,263.15
301167,102879,2025-05-14 10:05:27,Small Package,NW,4,497.95
301168,101396,2023-08-14 12:43:21,Freight,N.,3,388.96
301169,103851,2024-04-23 00:12:27,Large Package,NW,1,389.3
301170,101067,2025-10-28 11:36:17,Small Package,SE,2,377.78
301171,100010,2024-04-23 15:09:42,Medium Package,MW,1,348.03
301172,104882,2024-12-26 21:07:20,Small Package,S.,4,163.22
301173,104476,2024-01-18 07:24:15,Large Package,SW,4,395.8
301174,103783,2025-01-22 16:35:34,Small Package,MW,1,330.03
301175,100922,2023-11-25 13:45:03,Medium Package,NW,2,129.87
301176,104600,2023-05-23 16:35:04,Medium Package,SE,2,489.92
301177,104294,2024-07-22 06:32:36,Freight,NE,2,492.57
301178,101144,2023-08-15 04:52:06,Small Package,NW,1,199.48
301179,104827,2025-12-10 19:52:15,Large Package,NE,4,381.53
301180,101921,2023-03-31 23:20:32,Freight,MW,4,347.06
301181,104019,2023-12-03 02:58:57,Freight,NW,4,300.28
301182,102142,2024-12-20 12:36:01,Large Package,SE,3,106.81
301183,100267,2024-11-25 10:06:54,Large Package,NE,4,244.57
301184,104288,2024-05-24 14:27:05,Small Package,SE,2,370.37
301185,102491,2024-04-12 13:01:44,Medium Package,NW,3,494.4
301186,104052,2023-01-11 01:31:52,Freight,SE,1,314.54
301187,100093,2025-07-13 16:16:58,Freight,NW,2,381.05
301188,100297,2025-07-28 07:18:58,Small Package,SW,1,458.67
301189,100512,2023-08-31 06:14:22,Medium Package,SE,4,314.62
301190,103399,2025-12-02 08:39:29,Small Package,SW,3,386.97
301191,100908,2023-06-11 20:01:37,Medium Package,NE,1,239.87
301192,102253,2025-04-17 06:06:08,Large Package,SE,2,160.11
301193,102025,2023-03-12 12:43:49,Small Package,SE,2,256.66
301194,104319,2024-01-09 00:18:44,Large Package,NE,1,62.7
301195,104543,2023-07-31 07:35:25,Small Package,SE,4,466.4
301196,100819,2024-09-13 02:13:47,Large Package,NW,3,169.01
301197,103564,2025-01-07 09:37:24,Medium Package,SW,4,241.3
301198,100110,2024-05-28 05:44:42,Medium Package,MW,4,333.62
301199,103543,2025-12-20 01:25:12,Medium Package,NW,4,262.16
301200,102643,2025-09-19 07:44:38,Freight,MW,1,155.73
301201,103562,2025-06-13 16:25:16,Medium Package,NE,4,492.46
301202,104459,2024-05-13 17:54:55,Small Package,NE,1,427.18
301203,102559,2025-07-13 20:04:42,Medium Package,SE,2,69.34
301204,100666,2025-11-27 02:32:51,Freight,NW,2,196.35
301205,102145,2023-10-08 21:30:24,Large Package,MW,2,113.26
301206,103645,2023-07-07 20:37:21,Freight,SW,1,249.76
301207,100258,2023-04-18 12:23:40,Freight,NW,1,120.22
301208,102128,2023-11-07 01:27:23,Large Package,NE,3,169.89
301209,103965,2024-07-13 05:13:46,Small Package,NW,4,270.03
301210,103533,2024-03-21 12:48:43,Small Package,SW,1,89.16
301211,104954,2025-10-10 03:52:35,Medium Package,NW,1,433.25
301212,102413,2023-06-08 23:59:34,Freight,SE,4,194.07
301213,101512,2025-04-11 07:25:00,Small Package,SW,3,458.86
301214,104799,2025-04-22 17:17:30,Medium Package,MW,4,34.44
301215,103753,2023-01-13 04:33:42,Freight,NE,4,390.42
301216,101181,2025-08-23 09:04:58,Freight,NW,2,435.18
301217,102282,2025-01-06 07:51:52,Small Package,SW,2,492.59
301218,101874,2024-02-20 21:27:47,Medium Package,SE,4,83.3
301219,100894,2025-02-01 00:44:00,Large Package,SE,3,228.2
301220,100956,2023-01-14 04:19:02,Freight,M.,3,384.95
301221,104489,2024-09-09 13:38:08,Medium Package,NE,3,266.51
301222,102057,2024-03-06 06:46:52,Large Package,SE,1,413.98
301223,102377,2023-08-27 10:41:22,Large Package,NE,2,492.27
301224,103931,2025-05-22 15:33:47,Small Package,S.,3,383.19
301225,103339,2023-11-08 07:56:20,Large Package,NW,1,376.25
301226,101179,2024-11-24 19:50:17,Freight,MW,4,292.59
301227,100529,2024-08-02 06:40:10,Freight,SE,4,242.32
301228,102995,2023-06-25 15:48:31,Medium Package,NW,4,420.81
301229,103355,2025-04-21 20:53:09,Freight,SE,2,131.78
301230,103562,2025-12-05 04:19:20,Small Package,MW,1,433.5
301231,102790,2024-08-29 01:02:19,S.,SE,4,421.93
301232,100959,2025-05-09 16:59:25,Freight,MW,3,373.85
301233,100263,2023-12-22 00:28:35,Medium Package,NW,3,354.02
301234,100477,2024-09-15 07:37:35,Small Package,SW,3,23.88
301235,100355,2025-04-01 18:11:34,Medium Package,MW,3,495.4
301236,103330,2023-07-23 08:50:50,Freight,SW,4,208.12
301237,102184,2025-10-19 06:07:57,Large Package,NE,3,202.32
301238,100062,2025-06-04 20:25:57,Small Package,NW,3,494.42
301239,104172,2023-10-30 23:18:55,L.,MW,4,136.11
301240,104949,2024-06-04 12:55:13,S.,NW,1,477.5
301241,104728,2025-07-17 14:31:24,Freight,SW,4,204.89
301242,101943,2025-02-06 16:03:17,Medium Package,SW,2,67.13
301243,102060,2023-01-13 02:56:32,Medium Package,NW,2,271.07
301244,101714,2023-04-25 10:44:46,Medium Package,NW,4,358.99
301245,103914,2023-10-10 04:40:24,Freight,SW,2,312.35
301246,100668,2025-02-16 00:38:33,Medium Package,NW,1,477.04
301247,103599,2024-03-20 20:56:43,Small Package,SW,1,204.19
301248,100467,2023-01-20 13:41:26,Large Package,NE,3,232.16
301249,102751,2025-12-29 09:35:19,Freight,SW,2,138.05
301250,104436,2023-06-27 23:52:42,Large Package,SE,1,297.36
301251,103126,2025-11-21 13:41:39,Small Package,SW,1,471.03
301252,103484,2024-01-29 15:42:47,Small Package,NE,2,185.9
301253,104776,2023-04-24 17:14:03,Large Package,SW,4,75.18
301254,101743,2023-11-09 04:21:20,Large Package,NW,1,195.74
301255,103077,2024-07-06 17:53:19,Small Package,NE,3,443.94
301256,103729,2023-05-07 05:56:51,Small Package,MW,2,452.08
301257,100279,2025-12-01 16:28:53,Small Package,SW,3,78.54
301258,104880,2024-09-19 04:16:09,Small Package,NW,1,386.97
301259,102642,2024-07-05 12:52:34,Small Package,MW,1,87.99
301260,103030,2024-04-04 09:07:21,Large Package,MW,1,444.52
301261,100346,2025-05-31 09:29:12,Large Package,MW,2,248.1
301262,104212,2023-06-01 04:46:56,Freight,SE,1,451.41
301263,102521,2024-04-24 12:47:05,Medium Package,NW,4,55.76
301264,101396,2023-03-08 22:57:01,Medium Package,SE,2,56.67
301265,103381,2025-07-11 19:04:00,Large Package,NW,4,468.96
301266,104266,2025-11-29 06:21:13,Large Package,NW,1,390.72
301267,102773,2025-03-26 10:45:53,Medium Package,NE,3,89.86
301268,102770,2023-08-13 19:31:48,Medium Package,MW,3,447.44
301269,101018,2025-04-10 06:05:00,Medium Package,SW,2,429.82
301270,103734,2025-03-21 15:31:49,Freight,NE,1,278.14
301271,102287,2023-05-28 05:53:33,Small Package,SW,2,99.23
301272,103704,2023-05-28 21:27:51,Medium Package,MW,1,222.77
301273,100807,2024-05-01 01:20:41,Small Package,NW,4,284.13
301274,101800,2023-08-04 10:35:13,Freight,NE,4,120.59
301275,101175,2025-02-09 08:36:45,Small Package,SE,2,432.06
301276,100075,2023-04-24 22:28:47,Medium Package,NW,4,420.1
301277,100735,2025-09-25 02:59:07,Large Package,SE,3,31.19
301278,102689,2023-09-18 01:19:35,Freight,NW,2,29.43
301279,102885,2025-10-04 13:22:22,Medium Package,NW,4,229.68
301280,102307,2024-10-27 14:18:45,Medium Package,MW,1,463.62
301281,101149,2024-09-25 11:39:15,Medium Package,NE,2,388.7
301282,104799,2024-11-01 16:31:39,Medium Package,SW,3,480.06
301283,100547,2023-10-27 05:40:36,Freight,MW,1,156.3
301284,103624,2024-12-23 00:35:45,Medium Package,SW,3,484.72
301285,101382,2025-08-12 05:30:29,Small Package,NW,1,275.12
301286,104261,2025-11-21 15:01:54,Medium Package,SE,1,313.29
301287,100815,2023-07-28 20:36:48,Freight,SW,3,129.87
301288,103424,2025-04-02 21:34:03,Large Package,S.,1,241.46
301289,103817,2024-12-02 07:47:50,Large Package,SW,2,382.99
301290,100413,2025-08-26 01:30:35,Small Package,S.,4,188.53
301291,103811,2024-12-15 19:33:04,Small Package,MW,1,53.44
301292,100702,2023-08-24 10:22:36,Medium Package,S.,2,422.12
301293,100771,2023-03-12 14:01:27,Medium Package,MW,1,36.03
301294,104727,2025-08-14 23:11:13,Small Package,MW,3,66.22
301295,101525,2025-04-14 23:47:59,Large Package,SE,2,325.81
301296,103424,2024-08-11 21:38:47,Freight,SW,1,340.88
301297,103667,2024-05-06 12:31:16,Medium Package,SW,3,283.92
301298,100448,2024-07-31 11:19:54,Freight,NE,1,57.32
301299,104424,2025-08-24 10:10:13,Large Package,SE,2,392.89
301300,102624,2024-10-31 07:19:58,Small Package,SW,2,307.14
301301,102414,2023-12-11 05:17:21,L.,NW,4,341.83
301302,101562,2023-03-21 12:51:18,Freight,NE,1,21.39
301303,103003,2025-10-02 21:39:06,Large Package,SW,2,62.19
301304,103002,2025-07-21 11:21:28,Large Package,SE,3,366.05
301305,102456,2024-01-26 09:40:12,Medium Package,NW,2,345.33
301306,103307,2023-05-19 00:18:04,Small Package,SW,1,115.21
301307,104145,2025-11-16 17:57:07,Freight,MW,2,262.34
301308,100182,2025-08-07 21:57:22,Freight,MW,2,169.95
301309,100393,2023-07-22 15:59:19,Medium Package,NW,4,319.95
301310,102924,2024-07-08 23:33:58,Large Package,NW,2,402.79
301311,101768,2024-09-22 05:28:32,Freight,NW,1,110.26
301312,104281,2025-11-09 05:10:38,Medium Package,NW,1,331.67
301313,100088,2023-10-08 09:37:17,Freight,SE,2,228.51
301314,103062,2025-10-04 12:03:15,Medium Package,MW,2,112.52
301315,100085,2025-12-03 17:18:16,M.,SW,2,210.33
301316,103687,2024-01-30 04:37:52,Small Package,S.,3,70.03
301317,100119,2023-02-08 03:03:38,Small Package,MW,1,335.68
301318,100087,2025-07-31 08:39:42,Large Package,S.,1,499.13
301319,103127,2024-04-05 19:37:32,Medium Package,MW,1,371.97
301320,101178,2025-09-07 01:54:00,Freight,NE,1,428.95
301321,100911,2025-07-26 06:11:37,Large Package,MW,3,128.37
301322,103365,2024-06-17 18:28:39,Medium Package,SW,1,70.97
301323,104456,2024-08-14 15:59:42,Large Package,NE,4,21.03
301324,102582,2024-11-16 17:00:37,Freight,SW,2,370.2
301325,102642,2024-11-30 03:31:11,Freight,SE,1,415.11
301326,104791,2023-10-04 13:58:50,Small Package,SW,2,110.76
301327,101742,2025-08-31 09:12:03,L.,N.,1,249.58
301328,100734,2023-02-16 15:08:10,S.,MW,3,300.81
301329,103159,2024-05-24 23:33:09,Medium Package,SW,3,479.93
301330,100052,2023-01-06 01:48:49,Medium Package,MW,4,458.69
301331,101737,2024-06-30 16:50:30,Freight,S.,3,27.55
301332,101735,2024-12-19 17:12:40,Medium Package,NW,3,43.63
301333,104498,2023-09-01 02:32:39,Large Package,SW,3,480.27
301334,103996,2023-04-23 01:14:15,Freight,NW,1,47.89
301335,101964,2023-04-24 10:24:41,Freight,SW,2,299.36
301336,104968,2025-03-18 11:42:55,Large Package,SW,4,58.05
301337,102869,2024-03-12 23:49:04,Large Package,NW,2,340.1
301338,104733,2024-05-06 02:16:18,Small Package,SE,4,108.42
301339,104972,2024-09-15 09:42:44,Medium Package,MW,4,36.39
301340,100712,2024-06-28 17:32:22,Freight,NE,1,153.84
301341,104147,2024-08-27 14:48:02,Medium Package,S.,2,275.04
301342,104497,2025-11-28 02:08:22,Small Package,NE,2,276.8
301343,103627,2025-01-17 04:16:11,Small Package,SE,2,386.5
301344,100618,2023-05-29 09:13:27,Freight,SW,4,49.03
301345,104759,2024-10-25 03:19:15,Medium Package,NW,4,23.93
301346,104997,2023-03-19 12:29:06,Medium Package,NW,4,362.82
301347,100666,2023-10-25 10:58:05,Freight,SW,1,478.04
301348,103502,2025-01-16 01:19:03,Freight,N.,4,112.5
301349,102017,2025-01-09 19:24:42,Small Package,SE,1,91.95
301350,104269,2025-09-20 06:57:37,Freight,MW,2,184.62
301351,103746,2023-12-25 09:20:04,Small Package,MW,1,357.07
301352,104491,2023-02-08 19:44:36,Medium Package,SE,3,385.66
301353,102360,2025-07-26 15:00:40,Medium Package,NW,3,469.61
301354,101221,2024-06-19 18:43:35,S.,MW,2,404.92
301355,104805,2025-05-17 23:11:19,Medium Package,NW,3,33.32
301356,102612,2024-04-13 01:13:53,Freight,NW,4,119.06
301357,103597,2024-04-20 14:26:49,Small Package,N.,3,190.65
301358,101556,2023-07-13 13:47:18,Medium Package,MW,1,474.52
301359,104557,2024-06-05 21:06:22,Large Package,NW,4,310.69
301360,104967,2025-12-24 07:51:47,Large Package,NE,3,498.23
301361,102868,2025-06-06 23:39:40,Medium Package,SE,2,172.46
301362,100114,2025-01-08 05:02:10,Freight,MW,3,462.26
301363,104959,2023-10-28 00:52:22,Small Package,SE,4,355.34
301364,103801,2024-11-13 21:45:07,Large Package,SE,3,445.79
301365,101230,2023-02-13 03:38:54,Freight,SW,3,462.86
301366,101885,2024-07-28 10:28:24,Small Package,MW,1,237.45
301367,103503,2025-07-24 01:57:36,Large Package,SE,1,438.54
301368,102030,2023-05-08 09:48:16,Large Package,SE,1,491.95
301369,102726,2024-01-29 01:06:09,Large Package,SE,3,340.22
301370,102479,2024-01-24 07:36:38,Medium Package,NW,1,144.34
301371,103329,2025-04-29 07:34:14,Medium Package,MW,1,149.27
301372,102837,2023-12-01 15:03:26,Freight,MW,1,381.15
301373,102038,2025-02-12 09:12:41,Small Package,MW,2,177.75
301374,101771,2023-01-23 03:29:48,Medium Package,MW,4,217.3
301375,104447,2025-01-01 15:57:11,Small Package,MW,2,272.73
301376,100700,2025-07-30 16:36:59,Large Package,SE,3,457.61
301377,103363,2024-12-23 00:49:58,Medium Package,NE,3,361.43
301378,100961,2025-09-10 03:50:41,Large Package,SW,1,159.67
301379,104432,2025-01-29 17:47:33,Small Package,MW,4,84.16
301380,103888,2023-06-08 08:01:47,Medium Package,NW,2,159.1
301381,102818,2023-04-30 21:45:36,M.,NE,4,180.09
301382,102031,2024-11-06 21:49:19,Large Package,NW,3,371.66
301383,101978,2025-04-18 18:37:03,Freight,SE,3,224.12
301384,104964,2023-04-20 09:08:48,Medium Package,SW,1,499.01
301385,104204,2025-08-04 22:39:02,Small Package,SE,2,36.56
301386,101896,2023-09-19 04:59:28,Medium Package,SE,2,190.04
301387,102887,2025-02-15 09:41:29,Large Package,MW,4,61.25
301388,103616,2025-10-27 21:26:27,Small Package,NW,4,191.23
301389,101149,2024-08-01 07:04:55,Medium Package,MW,3,228.18
301390,103828,2024-09-04 12:46:37,Large Package,SE,1,447.75
301391,103347,2024-07-19 05:34:46,Large Package,SW,3,224.17
301392,104157,2024-11-24 07:24:53,Freight,NE,4,32.24
301393,100170,2024-08-27 10:03:36,Large Package,SE,1,478.49
301394,103686,2023-02-15 12:07:23,Large Package,SE,4,89.72
301395,103163,2024-11-27 01:14:51,Freight,SE,2,391.38
301396,103146,2025-01-07 18:20:03,Freight,NW,4,116.13
301397,103697,2023-11-05 16:07:53,Freight,NE,3,463.2
301398,104216,2023-11-15 20:49:15,Freight,SW,1,128.74
301399,103797,2025-08-19 00:22:56,Large Package,SE,1,430.48
301400,102531,2024-10-15 14:54:53,Small Package,NE,1,218.99
301401,100262,2024-11-03 08:24:43,Large Package,SE,3,234.63
