DeliveryID,RouteID,DriverID,Region,ShipmentType,DeliveryDate,ExpectedDeliveryDate,DeliveryStatus,PriorityFlag
100634,R001,Driver 11,NW,Express,2023-01-26 02:12:37,2023-01-25 02:12:37,On-Time,0
100635,R001,Driver 16,NW,Standard,2023-05-02 09:10:10,2023-04-30 09:10:10,On-Time,1
100636,R001,Driver 14,SE,Priority,2024-01-27 12:57:23,2024-01-27 12:57:23,On-Time,1
100637,R005,Driver 8,MW,Priority,2024-08-19 17:43:16,2024-08-21 17:43:16,On-Time,0
100638,R004,,NW,Priority,2023-02-15 00:21:08,2023-02-14 00:21:08,On-Time,0
100639,R005,Driver 17,NW,Express,2023-10-16 15:33:18,2023-10-18 15:33:18,On-Time,0
100640,R004,,SE,Express,2024-08-17 05:39:28,2024-08-19 05:39:28,Exception,0
100641,R005,Driver 18,SE,Priority,2023-11-30 00:33:03,2023-11-30 00:33:03,On-Time,0
100642,R005,Driver 12,SE,Priority,2024-03-22 01:25:25,2024-03-20 01:25:25,On-Time,0
100643,R003,,MW,Express,2023-04-30 09:57:33,2023-05-02 09:57:33,Exception,0
100644,R005,Driver 17,NW,Priority,2023-05-05 12:32:49,2023-05-06 12:32:49,On-Time,0
100645,R002,Driver 14,NE,Standard,2023-07-24 01:46:56,2023-07-22 01:46:56,On-Time,0
100646,R003,Driver 16,NE,Standard,2024-11-26 23:26:29,2024-11-25 23:26:29,On-Time,1
100647,R005,Driver 14,NW,Priority,2024-03-21 22:56:12,2024-03-19 22:56:12,Exception,0
100648,R001,Driver 9,NW,Standard,2024-05-31 11:58:39,2024-05-31 11:58:39,On-Time,0
100649,R002,Driver 4,NW,Priority,2025-07-14 03:00:04,2025-07-14 03:00:04,On-Time,1
100650,R002,,NW,Express,2023-01-31 08:04:24,2023-01-30 08:04:24,Late,0
100651,R002,,MW,Priority,2023-07-12 06:26:51,2023-07-11 06:26:51,On-Time,0
100652,R003,Driver 11,NE,Express,2023-04-13 11:11:58,2023-04-12 11:11:58,Late,0
100653,R005,Driver 6,S.,Standard,2024-11-27 08:29:29,2024-11-27 08:29:29,Exception,0
100654,R005,Driver 15,NE,Standard,2023-06-11 23:02:49,2023-06-09 23:02:49,On-Time,0
100655,R001,Driver 5,NE,Standard,2023-10-07 04:27:56,2023-10-09 04:27:56,On-Time,0
100656,R001,Driver 11,SE,P.,2024-12-04 14:45:38,2024-12-06 14:45:38,Late,1
100657,R002,,NW,Express,2025-08-19 15:40:00,2025-08-20 15:40:00,On-Time,0
100658,R001,Driver 18,NW,Express,2024-04-19 08:14:07,2024-04-19 08:14:07,Late,0
100659,R003,Driver 13,NW,Standard,2024-04-15 02:31:57,2024-04-14 02:31:57,On-Time,0
100660,R005,Driver 11,SE,Standard,2023-04-09 09:47:11,2023-04-07 09:47:11,On-Time,0
100661,R002,Driver 14,MW,Express,2025-06-02 12:34:21,2025-06-02 12:34:21,On-Time,0
100662,R001,Driver 18,MW,Priority,2025-05-03 16:27:27,2025-05-04 16:27:27,On-Time,0
100663,R003,,SW,Standard,2025-01-15 00:11:58,2025-01-17 00:11:58,On-Time,1
100664,R003,Driver 19,M.,Priority,2024-02-13 10:28:52,2024-02-11 10:28:52,On-Time,0
100665,R001,,MW,Standard,2025-04-26 06:31:32,2025-04-28 06:31:32,On-Time,0
100666,R005,Driver 15,NW,Standard,2023-07-26 06:13:11,2023-07-24 06:13:11,On-Time,0
100667,R001,Driver 9,NE,Priority,2024-09-02 17:20:55,2024-09-01 17:20:55,Late,0
100668,R002,Driver 8,MW,Priority,2024-03-08 05:00:58,2024-03-06 05:00:58,Late,0
100669,R001,Driver 20,MW,Priority,2024-12-13 18:33:05,2024-12-12 18:33:05,On-Time,0
100670,R003,Driver 1,SE,Priority,2024-04-01 15:48:34,2024-04-01 15:48:34,On-Time,1
100671,R001,Driver 4,SW,Express,2025-12-08 18:27:28,2025-12-10 18:27:28,On-Time,0
100672,R005,Driver 14,SE,Express,2024-06-03 01:43:58,2024-06-01 01:43:58,On-Time,0
100673,R004,,NW,Standard,2024-01-05 23:40:03,2024-01-03 23:40:03,On-Time,0
100674,R001,Driver 2,NE,Standard,2023-05-16 06:38:50,2023-05-17 06:38:50,Late,0
100675,R005,Driver 16,SW,Standard,2025-10-04 09:21:28,2025-10-06 09:21:28,On-Time,0
100676,R005,Driver 3,SE,Express,2025-10-15 01:50:19,2025-10-15 01:50:19,Late,1
100677,R003,Driver 8,MW,Priority,2023-05-03 17:13:08,2023-05-02 17:13:08,Late,1
100678,R005,Driver 6,MW,Standard,2023-07-02 21:53:15,2023-07-02 21:53:15,On-Time,1
100679,R005,Driver 16,SW,Express,2024-06-25 09:54:08,2024-06-26 09:54:08,On-Time,0
100680,R005,,MW,Standard,2024-07-18 21:48:57,2024-07-18 21:48:57,On-Time,0
100681,R005,Driver 16,SE,Express,2024-09-06 02:09:37,2024-09-05 02:09:37,On-Time,1
100682,R002,Driver 7,SE,Priority,2025-02-12 04:35:43,2025-02-14 04:35:43,On-Time,0
100683,R002,Driver 13,MW,Express,2023-02-12 23:44:09,2023-02-13 23:44:09,On-Time,0
100684,R003,Driver 13,MW,Priority,2025-02-12 16:30:46,2025-02-10 16:30:46,On-Time,0
100685,R001,Driver 5,N.,S.,2025-06-13 02:57:53,2025-06-11 02:57:53,On-Time,1
100686,R005,,NE,Priority,2024-12-30 18:51:44,2025-01-01 18:51:44,On-Time,0
100687,R001,Driver 20,SW,Express,2025-08-16 20:35:43,2025-08-16 20:35:43,On-Time,0
100688,R001,,SE,Standard,2023-08-21 06:54:28,2023-08-19 06:54:28,On-Time,1
100689,R003,Driver 18,SW,Standard,2025-09-26 19:21:47,2025-09-27 19:21:47,On-Time,0
100690,R005,Driver 15,NW,Express,2024-10-21 07:21:28,2024-10-20 07:21:28,On-Time,0
100691,R005,Driver 18,S.,Priority,2023-04-23 01:20:17,2023-04-23 01:20:17,Late,0
100692,R004,Driver 2,NW,Express,2024-09-03 05:42:53,2024-09-02 05:42:53,Late,0
100693,R001,Driver 10,NW,Priority,2025-09-30 08:42:42,2025-09-30 08:42:42,On-Time,0
100694,R001,,MW,Priority,2023-05-21 03:24:04,2023-05-22 03:24:04,On-Time,0
100695,R002,Driver 13,SW,Standard,2023-06-26 13:31:19,2023-06-25 13:31:19,Late,0
100696,R004,Driver 18,SW,Priority,2024-10-25 19:40:57,2024-10-26 19:40:57,On-Time,0
100697,R002,Driver 15,MW,Standard,2024-02-19 17:30:41,2024-02-18 17:30:41,On-Time,1
100698,R002,Driver 12,SW,Express,2024-12-19 16:26:35,2024-12-19 16:26:35,Late,0
100699,R002,Driver 15,MW,Express,2025-11-05 17:10:04,2025-11-06 17:10:04,On-Time,1
100700,R003,Driver 13,SE,Standard,2023-03-14 14:38:28,2023-03-14 14:38:28,On-Time,0
100701,R003,Driver 18,NW,Standard,2024-01-28 04:50:18,2024-01-28 04:50:18,Exception,0
100702,R002,Driver 15,NW,Priority,2023-10-26 07:55:35,2023-10-25 07:55:35,On-Time,0
100703,R004,,SW,Standard,2024-04-14 18:04:09,2024-04-13 18:04:09,Exception,0
100704,R001,,NE,Express,2025-05-30 12:31:37,2025-05-31 12:31:37,On-Time,0
100705,R004,Driver 11,NW,Standard,2024-09-07 14:31:25,2024-09-05 14:31:25,On-Time,0
100706,R005,Driver 19,MW,Standard,2024-01-18 18:02:36,2024-01-20 18:02:36,On-Time,1
100707,R003,Driver 3,N.,Standard,2023-08-02 20:47:08,2023-08-01 20:47:08,Late,0
100708,R001,Driver 7,NE,Priority,2025-06-16 19:24:11,2025-06-16 19:24:11,On-Time,1
100709,R001,,NW,Standard,2024-04-27 14:25:39,2024-04-29 14:25:39,On-Time,0
100710,R005,Driver 14,NW,Priority,2023-01-21 07:01:40,2023-01-22 07:01:40,Late,0
100711,R005,Driver 14,NW,Priority,2023-12-15 12:51:21,2023-12-17 12:51:21,On-Time,0
100712,R002,,MW,Standard,2023-11-10 21:52:11,2023-11-12 21:52:11,On-Time,0
100713,R003,Driver 13,NE,P.,2025-12-28 01:33:33,2025-12-26 01:33:33,On-Time,0
100714,R003,Driver 12,SW,Standard,2024-06-20 05:18:18,2024-06-18 05:18:18,On-Time,0
100715,R004,,MW,Express,2023-06-09 14:31:30,2023-06-11 14:31:30,Late,0
100716,R002,Driver 9,SE,Express,2023-10-08 05:33:15,2023-10-06 05:33:15,On-Time,0
100717,R002,Driver 1,NW,Priority,2023-07-25 22:28:43,2023-07-23 22:28:43,On-Time,1
100718,R002,Driver 19,NE,Express,2023-06-02 06:15:14,2023-06-04 06:15:14,On-Time,0
100719,R002,Driver 11,MW,Standard,2024-12-14 18:52:14,2024-12-13 18:52:14,On-Time,0
100720,R003,,SE,Priority,2025-02-24 01:12:10,2025-02-22 01:12:10,On-Time,0
100721,R003,,MW,Standard,2025-09-19 20:48:06,2025-09-21 20:48:06,On-Time,1
100722,R002,,MW,Priority,2024-10-26 20:04:46,2024-10-25 20:04:46,Exception,0
100723,R004,,SW,Priority,2025-01-18 09:10:37,2025-01-16 09:10:37,Late,0
100724,R001,,SW,Priority,2023-10-20 09:47:18,2023-10-22 09:47:18,On-Time,0
100725,R001,Driver 19,MW,Priority,2024-11-18 04:37:09,2024-11-16 04:37:09,On-Time,0
100726,R004,Driver 18,SE,Express,2023-11-17 00:57:10,2023-11-16 00:57:10,On-Time,0
100727,R002,Driver 12,NE,Express,2025-11-23 09:13:44,2025-11-25 09:13:44,On-Time,0
100728,R003,,NE,Express,2024-08-04 17:56:38,2024-08-03 17:56:38,On-Time,0
100729,R001,Driver 1,NW,Priority,2023-11-10 02:18:04,2023-11-10 02:18:04,On-Time,0
100730,R005,Driver 19,NW,Express,2025-05-29 11:16:53,2025-05-30 11:16:53,On-Time,0
100731,R005,Driver 20,NE,Priority,2023-11-21 04:06:17,2023-11-21 04:06:17,On-Time,0
100732,R004,Driver 17,MW,Express,2024-04-22 04:08:23,2024-04-20 04:08:23,Exception,0
100733,R002,Driver 5,M.,Priority,2023-04-22 22:48:06,2023-04-21 22:48:06,On-Time,0
100734,R001,Driver 3,SW,Express,2025-07-12 23:25:55,2025-07-14 23:25:55,On-Time,0
100735,R002,Driver 2,SW,Express,2025-07-06 13:30:46,2025-07-05 13:30:46,On-Time,0
100736,R001,Driver 3,NW,Express,2023-05-29 09:06:03,2023-05-27 09:06:03,On-Time,0
100737,R004,Driver 8,NE,Priority,2024-09-06 03:05:31,2024-09-08 03:05:31,Exception,0
100738,R004,Driver 16,MW,Priority,2023-01-23 07:42:43,2023-01-23 07:42:43,On-Time,0
100739,R005,Driver 6,NE,Express,2023-08-08 11:25:45,2023-08-07 11:25:45,Exception,0
100740,R002,Driver 13,SE,Priority,2023-10-11 03:42:48,2023-10-12 03:42:48,On-Time,0
100741,R005,,NE,Standard,2023-04-21 09:28:02,2023-04-19 09:28:02,On-Time,0
100742,R002,,SE,Express,2023-06-10 10:12:02,2023-06-08 10:12:02,On-Time,0
100743,R005,,SW,Express,2023-04-27 03:59:08,2023-04-26 03:59:08,Late,1
100744,R003,Driver 16,SW,Standard,2025-01-31 19:48:36,2025-01-31 19:48:36,On-Time,0
100745,R003,Driver 16,NW,Priority,2025-02-09 12:56:28,2025-02-09 12:56:28,Exception,0
100746,R003,Driver 3,NE,Priority,2024-01-16 00:41:54,2024-01-17 00:41:54,On-Time,0
100747,R003,Driver 13,NE,Priority,2023-03-11 03:31:13,2023-03-12 03:31:13,On-Time,1
100748,R001,Driver 14,SE,Express,2023-11-26 17:11:07,2023-11-25 17:11:07,On-Time,1
100749,R003,Driver 8,SW,Express,2025-05-12 02:04:13,2025-05-14 02:04:13,On-Time,0
100750,R004,Driver 12,S.,Express,2024-09-21 09:41:42,2024-09-21 09:41:42,On-Time,0
100751,R004,,S.,Express,2025-01-20 05:50:46,2025-01-22 05:50:46,Late,0
100752,R001,,SE,Express,2024-02-24 02:39:08,2024-02-26 02:39:08,On-Time,0
100753,R003,,SW,Priority,2024-09-01 00:29:15,2024-08-31 00:29:15,On-Time,0
100754,R003,,SE,Standard,2023-05-04 20:12:25,2023-05-05 20:12:25,On-Time,0
100755,R003,Driver 8,SW,Priority,2025-08-20 15:04:59,2025-08-22 15:04:59,On-Time,0
100756,R005,,SE,Priority,2024-02-17 04:19:41,2024-02-16 04:19:41,On-Time,0
100757,R002,,NE,Express,2025-05-27 08:06:00,2025-05-28 08:06:00,On-Time,0
100758,R005,Driver 9,NW,Standard,2024-11-07 17:01:16,2024-11-09 17:01:16,Late,0
100759,R002,Driver 1,SE,Standard,2024-06-02 22:55:29,2024-06-04 22:55:29,On-Time,1
100760,R003,Driver 6,NW,Priority,2023-01-10 18:13:06,2023-01-11 18:13:06,Late,0
100761,R003,,NE,Standard,2024-10-21 17:08:37,2024-10-22 17:08:37,On-Time,0
100762,R005,Driver 19,NE,Priority,2024-08-23 23:29:28,2024-08-21 23:29:28,On-Time,1
100763,R005,,SW,Priority,2023-07-08 20:21:33,2023-07-06 20:21:33,On-Time,0
100764,R002,Driver 11,NW,P.,2025-03-07 05:40:25,2025-03-06 05:40:25,Late,0
100765,R004,Driver 11,MW,Priority,2023-08-08 00:07:37,2023-08-07 00:07:37,Late,0
100766,R002,,SW,Express,2025-08-20 04:09:43,2025-08-20 04:09:43,On-Time,0
100767,R005,Driver 13,NW,Standard,2023-10-10 13:10:04,2023-10-08 13:10:04,On-Time,0
100768,R005,Driver 11,SE,Express,2024-04-13 14:22:29,2024-04-14 14:22:29,On-Time,1
100769,R001,Driver 18,SE,Express,2025-04-04 13:29:03,2025-04-02 13:29:03,Late,0
100770,R005,,NE,Express,2025-01-26 10:06:53,2025-01-25 10:06:53,Late,0
100771,R001,Driver 15,MW,Priority,2024-07-28 12:17:48,2024-07-27 12:17:48,On-Time,1
100772,R004,Driver 1,SE,Priority,2023-02-21 03:10:58,2023-02-20 03:10:58,On-Time,0
100773,R002,,NW,Express,2023-08-27 07:10:11,2023-08-28 07:10:11,Late,0
100774,R002,,NW,Express,2025-04-20 14:14:20,2025-04-22 14:14:20,On-Time,0
100775,R001,Driver 7,SE,Standard,2024-01-13 10:55:08,2024-01-12 10:55:08,On-Time,0
100776,R002,,N.,Express,2025-12-12 06:59:34,2025-12-10 06:59:34,On-Time,0
100777,R005,Driver 13,NW,Priority,2024-01-22 01:56:34,2024-01-24 01:56:34,On-Time,0
100778,R003,Driver 12,NE,Express,2024-09-11 13:40:51,2024-09-09 13:40:51,Exception,0
100779,R001,Driver 18,MW,Standard,2024-10-12 16:42:10,2024-10-11 16:42:10,Exception,0
100780,R002,,NE,Standard,2023-01-26 16:50:54,2023-01-27 16:50:54,On-Time,1
100781,R001,Driver 19,MW,Express,2024-01-06 19:39:29,2024-01-08 19:39:29,On-Time,0
100782,R001,Driver 15,NW,Standard,2025-09-06 14:20:54,2025-09-08 14:20:54,Late,0
100783,R003,Driver 8,MW,Standard,2025-07-30 05:08:03,2025-07-29 05:08:03,On-Time,0
100784,R005,Driver 19,NW,Priority,2023-08-17 23:36:04,2023-08-16 23:36:04,On-Time,1
100785,R001,Driver 10,NW,Standard,2023-02-14 20:20:40,2023-02-13 20:20:40,On-Time,0
100786,R002,Driver 7,NE,Standard,2024-04-10 02:06:14,2024-04-10 02:06:14,On-Time,0
100787,R004,Driver 18,NE,Express,2023-10-15 02:43:21,2023-10-16 02:43:21,On-Time,1
100788,R001,Driver 16,SW,Priority,2025-11-27 22:11:41,2025-11-28 22:11:41,On-Time,1
100789,R001,Driver 20,SE,Standard,2025-03-07 20:06:56,2025-03-06 20:06:56,On-Time,0
100790,R003,Driver 6,SW,Express,2025-05-12 05:45:33,2025-05-12 05:45:33,Late,0
100791,R005,Driver 9,SW,Express,2023-10-29 13:50:58,2023-10-28 13:50:58,Exception,1
100792,R004,,MW,Express,2025-08-22 06:50:22,2025-08-21 06:50:22,Late,1
100793,R002,Driver 13,NW,Express,2023-04-14 15:39:29,2023-04-15 15:39:29,On-Time,0
100794,R004,,NW,Express,2025-01-18 00:51:19,2025-01-18 00:51:19,On-Time,0
100795,R002,,NW,Express,2024-08-12 21:40:28,2024-08-13 21:40:28,Late,0
100796,R005,Driver 8,SE,Standard,2025-09-21 09:00:25,2025-09-20 09:00:25,Exception,0
100797,R002,Driver 16,MW,Priority,2025-10-25 04:59:46,2025-10-23 04:59:46,On-Time,0
100798,R003,Driver 13,MW,Priority,2025-02-22 09:57:39,2025-02-24 09:57:39,On-Time,0
100799,R003,Driver 13,NW,E.,2025-07-22 13:32:29,2025-07-21 13:32:29,On-Time,0
100800,R003,Driver 17,SW,Express,2024-11-15 07:26:36,2024-11-15 07:26:36,On-Time,0
100801,R003,,SE,Priority,2025-10-20 07:05:06,2025-10-18 07:05:06,On-Time,0
100802,R004,Driver 20,SW,Standard,2025-04-04 15:34:47,2025-04-04 15:34:47,Exception,0
100803,R005,Driver 5,NE,Express,2023-10-06 19:51:18,2023-10-05 19:51:18,On-Time,0
100804,R002,,MW,Priority,2024-08-03 18:11:36,2024-08-02 18:11:36,On-Time,0
100805,R002,,M.,Priority,2024-05-09 03:58:46,2024-05-11 03:58:46,Exception,1
100806,R003,Driver 17,SW,Express,2025-09-22 10:19:34,2025-09-22 10:19:34,On-Time,0
100807,R003,Driver 9,SE,Priority,2024-02-04 12:42:33,2024-02-02 12:42:33,Late,0
100808,R001,Driver 2,MW,Standard,2024-03-12 17:34:55,2024-03-14 17:34:55,On-Time,0
100809,R005,,SW,Priority,2023-01-26 08:12:11,2023-01-26 08:12:11,Exception,0
100810,R004,Driver 18,SE,Express,2024-02-08 14:17:22,2024-02-07 14:17:22,On-Time,0
100811,R002,Driver 9,SW,Express,2024-10-25 04:43:03,2024-10-27 04:43:03,Exception,0
100812,R001,Driver 6,SE,Priority,2024-11-21 19:42:40,2024-11-20 19:42:40,On-Time,0
100813,R001,Driver 11,NW,P.,2025-10-13 20:42:04,2025-10-14 20:42:04,On-Time,0
100814,R002,,SE,Express,2025-04-08 12:30:06,2025-04-09 12:30:06,On-Time,0
100815,R004,Driver 6,NE,Standard,2025-09-19 00:35:29,2025-09-21 00:35:29,On-Time,0
100816,R001,Driver 6,NW,Priority,2024-04-03 18:09:16,2024-04-05 18:09:16,On-Time,0
100817,R001,Driver 13,S.,Standard,2025-03-08 05:21:22,2025-03-08 05:21:22,Exception,1
100818,R005,Driver 11,NW,Standard,2024-04-26 22:47:11,2024-04-24 22:47:11,On-Time,0
100819,R004,Driver 14,N.,Express,2023-10-21 22:23:53,2023-10-19 22:23:53,On-Time,0
100820,R001,Driver 2,SW,Express,2023-11-02 19:58:17,2023-11-03 19:58:17,On-Time,1
100821,R004,Driver 8,SW,Express,2023-11-22 08:12:49,2023-11-23 08:12:49,Late,0
100822,R002,Driver 3,NE,Standard,2023-06-11 00:38:56,2023-06-12 00:38:56,On-Time,0
100823,R003,,SW,Express,2025-10-17 18:40:47,2025-10-16 18:40:47,Exception,1
100824,R001,,MW,Express,2023-05-07 02:08:36,2023-05-05 02:08:36,On-Time,0
100825,R005,Driver 3,MW,Standard,2024-07-16 09:11:52,2024-07-18 09:11:52,On-Time,0
100826,R002,Driver 1,NE,Standard,2025-12-02 09:21:02,2025-12-03 09:21:02,On-Time,1
100827,R004,,SE,Standard,2025-11-28 00:29:12,2025-11-28 00:29:12,Late,0
100828,R002,Driver 19,SE,Standard,2023-06-02 06:21:26,2023-06-04 06:21:26,On-Time,0
100829,R001,Driver 18,MW,Priority,2025-09-06 11:25:17,2025-09-08 11:25:17,Late,1
100830,R004,Driver 17,SW,Express,2023-08-11 16:13:28,2023-08-13 16:13:28,On-Time,0
100831,R003,Driver 20,NE,Priority,2025-05-22 09:31:06,2025-05-20 09:31:06,On-Time,0
100832,R002,,SE,Standard,2023-07-16 18:50:27,2023-07-17 18:50:27,Exception,0
100833,R001,Driver 13,SE,Standard,2024-09-01 14:00:14,2024-09-01 14:00:14,On-Time,0
100834,R005,Driver 3,NW,Standard,2023-04-11 12:37:58,2023-04-10 12:37:58,On-Time,0
100835,R004,Driver 1,MW,Standard,2023-03-16 00:47:19,2023-03-16 00:47:19,Late,0
100836,R002,Driver 4,SW,Standard,2023-01-24 06:56:36,2023-01-24 06:56:36,On-Time,0
100837,R002,,NE,E.,2025-06-30 10:40:52,2025-06-30 10:40:52,On-Time,0
100838,R003,Driver 13,SE,Priority,2023-08-26 11:37:32,2023-08-25 11:37:32,On-Time,0
100839,R003,Driver 17,NW,Priority,2024-03-31 13:17:15,2024-03-31 13:17:15,Exception,0
100840,R005,Driver 11,MW,Express,2024-12-27 08:17:02,2024-12-27 08:17:02,Late,1
100841,R005,Driver 2,MW,Express,2025-07-18 02:53:45,2025-07-19 02:53:45,On-Time,0
100842,R001,,NE,Express,2023-05-29 13:17:31,2023-05-30 13:17:31,On-Time,0
100843,R001,Driver 16,SE,Priority,2025-06-29 19:19:16,2025-06-30 19:19:16,On-Time,1
100844,R005,Driver 2,NE,Priority,2023-04-20 03:45:53,2023-04-22 03:45:53,Late,0
100845,R005,Driver 19,NE,Standard,2023-08-13 10:50:43,2023-08-13 10:50:43,On-Time,0
100846,R004,,NW,Priority,2024-04-15 13:40:43,2024-04-13 13:40:43,Late,0
100847,R003,Driver 19,MW,Priority,2024-05-29 02:23:47,2024-05-27 02:23:47,On-Time,0
100848,R001,,SW,Express,2025-11-28 22:47:58,2025-11-26 22:47:58,On-Time,0
100849,R003,Driver 16,MW,Priority,2024-03-13 07:08:06,2024-03-12 07:08:06,On-Time,0
100850,R003,,MW,Standard,2025-07-03 09:20:13,2025-07-04 09:20:13,On-Time,0
100851,R005,Driver 19,NW,Priority,2023-08-10 06:45:33,2023-08-11 06:45:33,Late,0
100852,R004,Driver 9,SW,Express,2024-07-16 07:51:28,2024-07-17 07:51:28,Late,0
100853,R002,Driver 1,SE,Express,2023-12-09 17:42:23,2023-12-08 17:42:23,On-Time,0
100854,R004,Driver 10,SW,Standard,2025-08-09 03:31:54,2025-08-09 03:31:54,On-Time,0
100855,R004,Driver 19,SE,Standard,2025-11-06 22:36:15,2025-11-08 22:36:15,Late,0
100856,R003,Driver 1,SW,Priority,2025-07-09 14:49:25,,On-Time,1
100857,R004,Driver 2,NE,Standard,2024-11-15 06:02:57,2024-11-15 06:02:57,On-Time,0
100858,R001,Driver 16,SW,Standard,2025-01-01 20:29:47,2024-12-30 20:29:47,On-Time,0
100859,R003,Driver 12,NW,Express,2025-04-26 19:06:44,2025-04-28 19:06:44,Late,0
100860,R001,Driver 8,SE,Express,2025-04-10 14:59:53,2025-04-08 14:59:53,On-Time,0
100861,R002,,MW,Priority,2023-05-04 11:34:38,2023-05-04 11:34:38,Late,0
100862,R003,Driver 18,NW,Priority,2023-12-09 21:01:46,2023-12-09 21:01:46,Late,0
100863,R002,Driver 2,SE,Priority,2023-12-08 03:51:03,2023-12-06 03:51:03,Late,0
100864,R003,,SE,Priority,2024-08-19 08:02:37,2024-08-21 08:02:37,Exception,0
100865,R005,Driver 13,MW,Express,2025-03-12 13:34:29,2025-03-10 13:34:29,Late,0
100866,R004,Driver 6,NE,Priority,2023-11-20 01:56:38,2023-11-18 01:56:38,On-Time,1
100867,R005,,NW,Priority,2023-06-14 20:58:50,2023-06-12 20:58:50,On-Time,0
100868,R002,Driver 6,MW,Standard,2023-05-01 21:05:28,2023-05-03 21:05:28,On-Time,0
100869,R004,Driver 9,MW,Priority,2023-05-18 05:07:56,,On-Time,0
100870,R003,Driver 16,NE,Standard,2023-02-16 14:37:38,2023-02-18 14:37:38,On-Time,0
100871,R004,Driver 11,NW,Express,2025-05-12 23:22:18,2025-05-10 23:22:18,On-Time,0
100872,R001,Driver 7,MW,Priority,2024-09-11 16:37:21,2024-09-12 16:37:21,On-Time,0
100873,R004,Driver 10,NE,Standard,2025-10-20 08:48:34,2025-10-21 08:48:34,On-Time,0
100874,R001,Driver 10,NW,Priority,2024-03-13 20:39:51,2024-03-13 20:39:51,Late,0
100875,R004,,SW,Standard,2023-10-11 23:05:48,2023-10-10 23:05:48,Late,0
100876,R001,Driver 20,SE,Priority,2024-08-14 06:00:24,2024-08-14 06:00:24,Exception,0
100877,R002,Driver 18,NE,Express,2023-06-09 15:27:37,2023-06-09 15:27:37,On-Time,0
100878,R005,,SE,Express,2023-10-02 12:08:23,2023-10-03 12:08:23,On-Time,0
100879,R003,Driver 20,SW,Standard,2023-01-15 18:18:05,2023-01-17 18:18:05,On-Time,1
100880,R004,Driver 9,MW,Standard,2025-04-23 13:19:06,2025-04-23 13:19:06,On-Time,0
100881,R005,Driver 15,MW,Express,2024-07-18 16:35:34,,On-Time,0
100882,R003,Driver 4,NW,Priority,2023-01-12 21:36:59,2023-01-11 21:36:59,On-Time,1
100883,R003,Driver 8,NE,Standard,2023-12-29 15:47:57,2023-12-30 15:47:57,On-Time,0
100884,R001,Driver 9,NE,Express,2024-09-16 01:19:23,2024-09-18 01:19:23,Late,0
100885,R002,Driver 13,NW,Standard,2023-11-15 14:24:51,2023-11-14 14:24:51,Late,0
100886,R002,Driver 9,SE,Express,2023-12-21 00:08:46,2023-12-23 00:08:46,On-Time,0
100887,R005,Driver 4,MW,Express,2024-12-24 17:43:08,2024-12-26 17:43:08,On-Time,0
100888,R002,Driver 17,MW,Standard,2025-07-20 00:07:21,2025-07-20 00:07:21,On-Time,0
100889,R004,Driver 16,NE,Standard,2024-11-04 00:05:28,2024-11-03 00:05:28,On-Time,0
100890,R002,Driver 15,NE,Express,2024-07-10 09:58:31,2024-07-10 09:58:31,Exception,1
100891,R005,Driver 3,NW,Priority,2025-09-20 10:58:54,2025-09-18 10:58:54,Late,0
100892,R002,,SW,Express,2024-01-26 00:33:58,2024-01-28 00:33:58,On-Time,0
100893,R004,Driver 20,SE,Priority,2025-04-13 00:01:36,2025-04-12 00:01:36,On-Time,0
100894,R001,Driver 5,SW,Priority,2024-07-18 00:48:08,2024-07-19 00:48:08,On-Time,0
100895,R005,,SW,Priority,2025-08-28 10:11:28,2025-08-28 10:11:28,On-Time,0
100896,R001,Driver 5,NE,Standard,2025-10-12 18:25:44,2025-10-10 18:25:44,Exception,0
100897,R001,Driver 20,NE,Express,2024-01-12 10:58:08,2024-01-10 10:58:08,Late,0
100898,R001,Driver 15,NE,Express,2023-01-12 08:53:59,2023-01-10 08:53:59,On-Time,0
100899,R003,Driver 18,SW,Priority,2025-09-27 03:59:00,2025-09-27 03:59:00,On-Time,1
100900,R003,Driver 15,SE,Priority,2024-07-30 00:33:33,2024-07-31 00:33:33,Late,1
100901,R001,Driver 2,NE,Priority,2024-04-29 19:02:34,2024-04-28 19:02:34,On-Time,0
100902,R005,Driver 13,M.,Express,2024-05-14 21:31:07,2024-05-16 21:31:07,On-Time,0
100903,R004,Driver 4,SE,Priority,2024-05-30 05:32:00,2024-05-31 05:32:00,On-Time,0
100904,R004,Driver 10,MW,Express,2023-03-17 20:34:57,2023-03-17 20:34:57,On-Time,1
100905,R002,Driver 13,SE,Express,2025-08-09 04:57:58,2025-08-08 04:57:58,On-Time,0
100906,R005,Driver 10,NE,Standard,2023-05-28 08:53:37,2023-05-30 08:53:37,On-Time,0
100907,R003,Driver 9,NW,Priority,2025-04-16 06:22:18,2025-04-15 06:22:18,On-Time,0
100908,R001,Driver 8,NE,Priority,2025-09-30 09:59:52,2025-10-02 09:59:52,On-Time,0
100909,R002,Driver 3,SW,Priority,2023-05-18 08:11:48,2023-05-20 08:11:48,On-Time,1
100910,R004,Driver 16,SW,Standard,2024-05-16 16:44:43,2024-05-14 16:44:43,Late,0
100911,R003,Driver 14,SE,Priority,2024-02-15 17:26:42,2024-02-15 17:26:42,On-Time,0
100912,R003,Driver 9,SW,Express,2025-04-18 22:07:22,2025-04-19 22:07:22,Late,0
